village_id,village_name,district,state,latitude,longitude,area_sq_km,avg_solar_irradiance_kwh_m2_day,annual_sun_hours,seasonal_solar_variation_percent,avg_temperature_c,rainfall_mm_year,cloud_cover_percent,population,households,estimated_annual_electricity_demand_kwh,agricultural_demand_kwh,public_facility_demand_kwh,grid_connected,grid_reliability_percent,avg_daily_power_hours,outage_hours_month,distance_to_grid_km,existing_solar_capacity_kw,existing_solar_project,solar_pumps_count,existing_solar_generation_kwh_year,recommended_capacity_kw,installation_cost_inr,maintenance_cost_inr_year,panel_efficiency_percent,system_efficiency_percent,expected_annual_generation_kwh,electricity_value_inr_kwh,degradation_rate_percent,project_lifetime_years,priority_score
V23602,Village_3602,District_22,Tamil Nadu,13.691423,76.22001,32.46,5.71,2679.0,30.66,30.05,318.0,49.81,33738,8969,14918703.0,6688880.0,1344639.0,False,0.0,6.08,97.91,14.16,17.4,False,9,21117.0,1000.0,51556655.0,1612709.0,22.85,75.47,1797047.0,8.63,0.63,23,85.54
V23603,Village_3603,District_22,Karnataka,16.184188,86.018102,29.09,5.71,2718.0,17.18,32.94,601.0,53.43,28397,5198,14069902.0,6773292.0,1160943.0,True,74.76,12.59,60.41,2.23,78.07,False,1,130391.0,1000.0,60464858.0,1582805.0,20.83,85.89,1864365.0,7.14,0.71,25,65.35
V23604,Village_3604,District_5,Maharashtra,17.03311,84.112961,59.11,4.67,3044.0,22.54,34.36,831.0,32.32,33671,6787,20316450.0,11145464.0,1381099.0,False,0.0,5.49,138.86,25.52,123.49,False,14,152350.0,1000.0,57180953.0,2063869.0,19.33,82.74,1363098.0,5.49,0.39,22,73.76
V23605,Village_3605,District_7,Karnataka,22.397647,72.352667,13.54,6.03,2930.0,32.59,18.04,731.0,36.61,16580,3087,6283309.0,1699661.0,521706.0,True,81.37,19.87,25.52,0.49,11.91,False,9,18538.0,1000.0,63627474.0,1012588.0,19.1,85.57,1798602.0,4.73,0.71,25,64.72
V23606,Village_3606,District_30,Andhra Pradesh,22.220062,93.987899,23.1,5.45,2476.0,34.96,33.22,1182.0,12.09,25372,4990,10516023.0,4149645.0,1243436.0,True,75.83,15.77,47.96,7.37,15.65,False,13,26292.0,1000.0,66346956.0,1350686.0,19.46,79.05,1530045.0,5.44,0.97,25,61.63
V23607,Village_3607,District_17,Maharashtra,23.928202,86.569627,7.01,4.32,2789.0,18.95,29.89,774.0,51.14,23401,6435,9022072.0,2745906.0,748315.0,True,97.75,9.88,36.73,13.87,134.45,False,10,226892.0,1000.0,68031526.0,1496593.0,18.19,84.6,1213248.0,5.78,0.95,21,44.16
V23608,Village_3608,District_29,Uttar Pradesh,31.903328,83.229572,21.16,4.94,2880.0,27.23,21.21,391.0,51.63,33905,7057,17485141.0,8950251.0,2040748.0,True,96.35,8.87,59.08,9.87,100.44,False,7,146497.0,1000.0,67983396.0,1203413.0,16.8,80.51,1219408.0,6.06,0.99,22,52.04
V23609,Village_3609,District_2,Gujarat,10.042305,91.948708,11.92,5.95,2276.0,31.16,26.13,808.0,56.32,10615,2037,3537248.0,1153629.0,356383.0,True,81.12,15.88,36.73,13.02,86.89,False,7,140877.0,1000.0,50340860.0,862717.0,17.23,88.02,1646821.0,5.77,0.76,25,62.1
V23610,Village_3610,District_12,Andhra Pradesh,30.056484,94.789032,29.51,5.86,2918.0,25.61,31.06,1352.0,28.78,34578,8176,14309195.0,6795399.0,1659019.0,True,93.43,11.98,43.33,2.23,45.99,False,5,71831.0,1000.0,56931841.0,1345872.0,19.99,84.91,1815232.0,6.33,0.52,23,62.6
V23611,Village_3611,District_20,Telangana,30.043339,75.179675,45.53,4.64,3279.0,30.27,18.17,804.0,54.52,40748,7754,19750771.0,3250947.0,1601533.0,True,92.94,22.08,7.37,6.17,45.54,False,7,76311.0,1000.0,56769714.0,741431.0,23.24,85.89,1690284.0,6.42,0.49,24,51.49
V23612,Village_3612,District_14,Rajasthan,32.991896,76.38132,50.99,4.97,3022.0,16.19,24.91,656.0,41.86,43492,10629,16593268.0,3573385.0,1161195.0,True,91.48,13.29,39.92,3.68,73.93,False,3,128208.0,1000.0,56122365.0,1669249.0,16.31,75.55,1117655.0,8.47,0.4,21,54.79
V23613,Village_3613,District_26,Rajasthan,11.121958,80.651773,9.16,5.32,2388.0,6.39,31.42,1493.0,18.07,13249,3005,5577924.0,1619096.0,413760.0,True,81.27,14.38,57.73,5.06,86.35,True,0,136859.0,1000.0,69829090.0,841057.0,17.56,91.45,1559131.0,7.13,0.51,23,56.9
V23614,Village_3614,District_13,Gujarat,9.448291,87.100161,59.94,6.24,3266.0,8.9,34.83,1328.0,11.81,24241,6715,8513090.0,3594033.0,394141.0,True,69.44,12.86,31.84,5.63,85.14,False,9,117468.0,1000.0,62901104.0,865192.0,21.7,80.24,1982888.0,6.59,0.55,21,71.06
V23615,Village_3615,District_24,Telangana,9.55805,83.774922,57.57,5.84,3095.0,32.23,30.27,1292.0,16.8,15455,3956,9645020.0,2103502.0,320955.0,True,82.19,23.37,68.9,9.2,2.24,False,13,3651.0,1000.0,73882362.0,1304222.0,19.45,86.71,1797482.0,6.32,0.51,21,62.81
V23616,Village_3616,District_16,Karnataka,13.436197,72.735724,18.26,5.52,2350.0,30.13,29.18,493.0,44.53,15783,3402,5408842.0,1440061.0,174318.0,False,0.0,3.12,50.77,9.31,0.91,True,0,1151.0,1000.0,71011688.0,2340755.0,23.15,89.31,2082826.0,6.13,0.44,20,80.6
V23617,Village_3617,District_26,Karnataka,26.52901,79.754648,36.6,6.34,2708.0,12.02,25.34,1622.0,32.07,22157,4197,9080340.0,1505087.0,710235.0,True,86.78,16.84,48.18,4.6,106.38,False,13,176115.0,1000.0,49374204.0,518772.0,23.43,87.29,2366404.0,5.31,0.83,23,67.71
V23618,Village_3618,District_9,Maharashtra,15.916218,81.324994,23.85,5.61,3029.0,34.51,30.06,1694.0,55.1,27851,6227,16027804.0,6621033.0,1776154.0,False,0.0,10.14,83.63,28.02,40.42,True,18,58789.0,1000.0,59548045.0,2175888.0,20.89,78.24,1673374.0,5.77,0.53,21,82.65
V23619,Village_3619,District_23,Tamil Nadu,14.539178,84.615759,32.85,6.19,3142.0,18.75,31.32,1088.0,35.55,31050,8784,14666087.0,6581925.0,816619.0,False,0.0,9.31,247.01,27.39,95.67,True,7,140115.0,1000.0,64526333.0,770453.0,18.07,78.19,1596110.0,6.33,0.4,24,88.24
V23620,Village_3620,District_5,Telangana,32.547199,92.290215,27.09,4.31,2962.0,17.36,26.18,1449.0,55.06,31858,8627,10519011.0,5583302.0,892702.0,True,74.87,17.82,18.91,7.56,111.82,False,6,154979.0,1000.0,50745876.0,1101045.0,22.76,84.69,1516158.0,5.32,0.31,23,51.51
V23621,Village_3621,District_12,Tamil Nadu,12.472949,94.640324,40.09,4.42,2551.0,19.4,30.68,606.0,26.05,11711,2510,4666924.0,878675.0,153881.0,True,90.05,19.3,70.06,9.1,21.74,False,3,36327.0,1000.0,57151266.0,988681.0,16.62,84.32,1130438.0,8.9,0.66,20,46.55
V23622,Village_3622,District_29,Tamil Nadu,23.671293,94.729414,52.94,4.69,2757.0,9.87,27.58,1771.0,11.47,33870,6958,17961988.0,6108553.0,1223194.0,True,80.89,9.97,28.17,10.81,80.42,False,15,142642.0,1000.0,74109715.0,1599818.0,17.03,78.55,1144976.0,7.93,0.91,21,53.67
V23623,Village_3623,District_3,Telangana,11.659161,85.492347,18.02,5.78,2397.0,9.75,29.94,705.0,24.93,38995,10499,23841331.0,9362550.0,823191.0,True,88.77,21.47,54.92,9.69,0.6,False,2,1045.0,1000.0,51795236.0,862812.0,23.63,86.85,2164832.0,5.99,0.45,21,63.99
V23624,Village_3624,District_21,Tamil Nadu,22.22374,74.634068,46.8,4.99,2572.0,28.48,33.63,1312.0,23.8,44344,10197,16782504.0,4406944.0,1743709.0,True,91.32,17.86,59.79,4.27,131.85,False,9,190485.0,1000.0,68887360.0,738372.0,21.24,84.65,1637363.0,8.29,0.93,25,55.26
V23625,Village_3625,District_7,Bihar,31.522282,72.403824,4.1,6.17,2427.0,33.49,32.43,1579.0,59.19,36122,7935,12894576.0,5348332.0,414475.0,True,84.83,14.56,1.54,2.22,62.49,True,6,98534.0,1000.0,67070166.0,740162.0,21.68,81.35,1985934.0,5.91,0.96,23,67.49
V23626,Village_3626,District_30,Madhya Pradesh,22.581022,75.84562,30.24,4.96,3248.0,25.18,21.93,642.0,15.84,9603,1866,5100745.0,2587976.0,454155.0,True,69.44,14.75,27.85,8.14,23.98,True,17,42182.0,1000.0,74872886.0,2563698.0,23.45,75.21,1596478.0,4.81,0.51,25,55.57
V23627,Village_3627,District_13,Gujarat,27.90296,95.791055,23.39,5.53,3140.0,5.23,25.33,743.0,29.45,14702,4190,7657690.0,3156905.0,275217.0,True,85.2,20.48,17.56,7.18,97.41,True,5,164450.0,1000.0,69982451.0,2467650.0,17.31,87.53,1529122.0,8.38,0.43,22,58.49
V23628,Village_3628,District_21,Gujarat,16.813636,91.920558,12.37,6.31,3056.0,10.69,32.92,1656.0,39.49,25257,5752,15005044.0,4078078.0,910943.0,True,88.82,10.15,25.67,8.55,55.62,False,19,88574.0,1000.0,72697125.0,901377.0,22.4,91.22,2353045.0,8.86,0.99,25,68.05
V23629,Village_3629,District_28,Tamil Nadu,26.442307,79.931059,56.4,5.0,2522.0,34.7,20.51,1569.0,10.93,40655,11320,26265362.0,9878897.0,2109838.0,True,76.34,14.27,73.68,8.62,99.55,False,11,170819.0,1000.0,70267530.0,1610320.0,19.03,85.23,1480008.0,8.65,0.81,22,58.87
V23630,Village_3630,District_10,Karnataka,22.779861,84.734822,15.6,6.29,2649.0,5.02,30.02,453.0,57.78,34949,7382,13151223.0,3615838.0,1332529.0,True,86.71,8.4,47.13,1.76,105.51,False,11,151195.0,1000.0,53879926.0,1879520.0,22.91,79.27,2084719.0,7.02,0.69,24,68.83
V23631,Village_3631,District_19,Telangana,25.306914,74.888559,7.85,5.25,2869.0,13.27,30.37,1539.0,36.16,8622,1924,3540216.0,1669294.0,179299.0,True,76.42,14.06,3.85,5.29,143.23,True,4,187072.0,1000.0,68906370.0,755046.0,16.89,89.8,1453209.0,6.01,0.45,23,55.0
V23632,Village_3632,District_25,Gujarat,18.23855,90.518622,17.25,5.02,2289.0,8.39,28.79,139.0,42.41,18671,3665,11929668.0,4115067.0,1278193.0,True,76.4,14.68,35.34,10.86,79.07,False,2,98066.0,1000.0,72665470.0,1726732.0,20.29,89.11,1656438.0,6.43,0.42,25,56.59
V23633,Village_3633,District_21,Karnataka,16.865138,84.686505,27.66,5.06,3183.0,32.44,26.71,610.0,59.5,1899,390,1203562.0,359515.0,112211.0,True,93.89,21.85,60.55,10.31,21.39,True,16,36748.0,744.1,39480752.0,781040.0,19.21,76.91,1015208.0,7.82,0.88,22,46.34
V23634,Village_3634,District_8,Andhra Pradesh,25.080048,82.956814,36.13,6.11,3078.0,30.08,30.62,1402.0,31.64,19981,5187,9312018.0,3800229.0,390338.0,True,84.58,10.03,52.21,2.2,139.13,True,2,189894.0,1000.0,56696363.0,1471212.0,19.93,83.11,1846990.0,8.98,0.64,24,66.1
V23635,Village_3635,District_14,Madhya Pradesh,19.905085,76.621825,44.71,5.33,2505.0,27.63,34.25,1192.0,41.77,19992,3897,11824361.0,4343311.0,1228501.0,False,0.0,8.45,243.41,32.96,81.25,False,0,105335.0,1000.0,57328640.0,2266028.0,22.32,81.34,1765991.0,6.33,0.98,22,79.24
V23636,Village_3636,District_30,Gujarat,24.473724,85.855646,59.13,5.83,2436.0,28.5,22.37,1493.0,31.94,9956,1851,4949737.0,1061406.0,289448.0,False,0.0,9.62,211.46,11.41,80.99,False,13,141996.0,1000.0,56133799.0,1824400.0,20.68,77.28,1700392.0,6.8,0.5,25,81.6
V23637,Village_3637,District_3,Rajasthan,13.479643,75.901769,17.58,4.92,2822.0,28.85,24.8,485.0,44.34,24595,4801,9492538.0,1616200.0,516009.0,True,83.03,11.94,44.11,8.58,58.29,True,10,103687.0,1000.0,67172808.0,2018755.0,22.63,76.97,1563990.0,7.28,0.57,20,54.82
V23638,Village_3638,District_12,Karnataka,16.4303,83.303809,1.23,4.93,2704.0,23.29,28.77,1350.0,59.99,16373,3255,10276832.0,2775557.0,402597.0,True,69.99,13.98,75.74,9.01,21.55,False,11,27557.0,1000.0,56506668.0,1689378.0,22.09,75.38,1498172.0,7.33,0.3,23,57.64
V23639,Village_3639,District_10,Gujarat,15.410351,76.012528,43.16,5.43,2587.0,6.74,26.89,1765.0,33.15,35944,7175,12266755.0,4240741.0,377471.0,True,85.18,12.98,47.48,4.83,115.06,False,12,145247.0,1000.0,73260198.0,2547574.0,18.53,83.04,1524844.0,7.15,0.69,24,59.9
V23640,Village_3640,District_13,Maharashtra,10.33508,80.837877,57.37,5.06,3002.0,5.56,27.08,1417.0,14.06,24142,4570,13348247.0,3701269.0,1355503.0,False,0.0,6.86,116.09,9.19,125.03,True,18,171223.0,1000.0,45310005.0,1011073.0,19.36,90.36,1615455.0,5.45,0.75,22,77.05
V23641,Village_3641,District_4,Madhya Pradesh,27.912925,88.380497,35.18,5.92,2575.0,15.33,23.85,754.0,45.16,43055,10316,15839736.0,4796444.0,602683.0,True,72.17,9.95,47.91,3.12,6.31,True,12,7985.0,1000.0,62472825.0,2186628.0,19.86,86.21,1849786.0,8.87,0.78,22,69.79
V23642,Village_3642,District_21,Madhya Pradesh,10.418742,87.524989,28.41,5.92,2719.0,24.98,25.58,1503.0,56.18,41198,8029,15509767.0,5969320.0,1718487.0,True,77.49,9.4,33.63,2.49,142.21,False,0,221769.0,1000.0,67429178.0,2231247.0,22.77,81.02,1993149.0,8.35,0.39,23,67.71
V23643,Village_3643,District_4,Gujarat,13.252436,89.458112,2.28,5.49,2660.0,21.33,18.09,178.0,11.15,27898,7061,17524185.0,5785456.0,1159099.0,True,94.68,8.99,9.97,12.3,99.82,False,5,161406.0,1000.0,56015134.0,1351091.0,23.8,84.17,2007102.0,4.75,0.55,25,57.75
V23644,Village_3644,District_10,Maharashtra,24.586743,85.260321,29.29,5.8,2708.0,18.15,27.22,944.0,44.84,7350,1753,2785955.0,669316.0,92077.0,False,0.0,11.1,100.04,34.5,135.98,True,6,169442.0,1000.0,65649818.0,2205611.0,17.45,88.71,1638547.0,5.17,0.4,25,78.64
V23645,Village_3645,District_15,Andhra Pradesh,30.254405,86.367569,1.24,5.83,3200.0,25.07,20.51,1155.0,32.4,16732,3166,6819465.0,1443917.0,514455.0,True,72.21,19.4,77.32,11.93,101.7,False,9,173196.0,1000.0,55540344.0,2111465.0,22.18,85.5,2017712.0,6.04,0.81,23,65.14
V23646,Village_3646,District_14,Andhra Pradesh,13.848103,87.677439,45.51,5.95,2475.0,6.87,24.96,202.0,10.27,13922,2633,7075916.0,3162374.0,435833.0,True,73.86,21.96,63.01,1.7,17.64,False,1,27720.0,1000.0,62295182.0,948929.0,16.16,87.36,1532971.0,8.72,0.95,20,66.14
V23647,Village_3647,District_5,Maharashtra,27.08789,84.911529,48.67,5.71,3139.0,17.98,32.76,1466.0,45.35,44428,9074,29159204.0,13392970.0,1646308.0,True,74.07,9.56,79.34,2.88,24.45,True,3,32955.0,1000.0,48959816.0,686536.0,19.88,81.44,1687148.0,4.78,0.56,24,66.46
V23648,Village_3648,District_11,Karnataka,27.60941,92.744891,32.81,6.23,2460.0,34.36,19.02,1380.0,45.11,44874,10461,19895590.0,4621857.0,1080458.0,False,0.0,6.22,128.99,29.67,71.84,True,8,87421.0,1000.0,58303625.0,2077106.0,17.38,78.35,1548245.0,5.55,0.77,21,89.64
V23649,Village_3649,District_21,Andhra Pradesh,22.727363,82.459406,5.33,4.63,2889.0,25.07,26.21,326.0,18.51,27636,7490,10755019.0,3844717.0,923641.0,True,80.89,8.39,5.64,10.59,141.04,False,0,174465.0,1000.0,70482648.0,2224309.0,17.08,85.98,1240878.0,4.77,0.87,22,51.88
V23650,Village_3650,District_1,Maharashtra,18.982995,72.657166,47.51,6.25,2889.0,10.59,29.78,1523.0,39.73,15874,3254,7222462.0,2414697.0,313691.0,True,90.97,16.05,45.81,5.65,118.34,False,0,203034.0,1000.0,61747726.0,1803612.0,18.24,79.27,1649212.0,7.9,0.89,22,64.15
V23651,Village_3651,District_26,Madhya Pradesh,34.445772,90.708989,56.07,5.45,2696.0,28.24,20.88,1773.0,16.93,17575,3203,8745141.0,1416775.0,419296.0,True,82.57,10.92,67.76,11.28,89.03,False,13,125880.0,1000.0,63955408.0,900493.0,16.14,85.77,1376887.0,7.95,0.82,24,59.02
V23652,Village_3652,District_18,Uttar Pradesh,24.282054,90.203885,26.01,5.07,3161.0,26.72,20.51,745.0,16.23,7260,1637,3962561.0,761699.0,167392.0,True,93.19,16.55,47.41,6.21,69.89,False,14,115616.0,1000.0,60660879.0,2169882.0,18.6,89.71,1543919.0,5.69,0.67,21,49.62
V23653,Village_3653,District_23,Andhra Pradesh,18.78359,74.853925,5.43,5.7,2665.0,6.5,33.25,1716.0,53.28,11026,2254,6346611.0,2103774.0,413064.0,True,68.16,15.23,64.52,4.16,44.43,False,15,60978.0,1000.0,69476995.0,2421359.0,21.55,86.28,1934172.0,8.99,0.89,21,64.68
V23654,Village_3654,District_18,Karnataka,13.256976,92.944565,32.42,5.45,2924.0,9.98,22.78,1311.0,40.76,7406,1776,3144377.0,1625907.0,352196.0,True,97.88,22.16,2.78,7.23,1.57,False,2,2194.0,1000.0,45633057.0,1210775.0,18.03,81.33,1458498.0,4.8,0.68,21,53.21
V23655,Village_3655,District_30,Telangana,19.287934,89.432771,17.46,4.45,2486.0,14.09,22.38,284.0,51.42,36673,7960,16263488.0,4063811.0,1269432.0,True,71.62,9.25,15.64,2.7,67.77,False,0,96200.0,1000.0,48265114.0,1656354.0,18.9,91.32,1401686.0,8.01,0.36,24,55.03
V23656,Village_3656,District_11,Rajasthan,31.401866,93.891789,51.24,4.88,2650.0,11.52,26.32,602.0,47.47,25895,6161,16633459.0,7285908.0,543482.0,True,76.47,10.43,49.2,11.39,118.6,False,4,205078.0,1000.0,58714252.0,1825477.0,23.24,80.5,1666152.0,8.48,0.64,25,56.86
V23657,Village_3657,District_1,Rajasthan,11.755318,85.548682,3.92,5.12,2372.0,16.46,19.68,1039.0,33.34,2990,778,1898528.0,388801.0,97607.0,True,78.04,17.06,69.63,2.23,13.72,False,16,18324.0,1000.0,69926819.0,866408.0,20.04,85.4,1599147.0,7.92,0.99,24,52.62
V23658,Village_3658,District_12,Tamil Nadu,25.171184,79.962153,41.64,5.35,2286.0,7.24,29.61,936.0,23.4,43855,11068,28517585.0,12793646.0,2519956.0,True,97.99,21.88,58.03,11.35,132.95,False,14,210772.0,1000.0,71688856.0,1817913.0,16.64,80.29,1304462.0,8.27,0.5,22,56.64
V23659,Village_3659,District_24,Karnataka,24.971212,92.641948,44.04,6.4,2284.0,27.48,21.59,313.0,12.59,4438,1236,1920945.0,928996.0,164621.0,True,97.37,21.38,7.44,9.91,15.77,False,2,19146.0,1000.0,58637665.0,973573.0,20.69,82.4,1991272.0,8.16,0.4,25,61.94
V23660,Village_3660,District_2,Bihar,34.075568,78.603689,42.13,5.91,2824.0,13.77,22.31,612.0,55.57,13034,3140,5876819.0,1509486.0,682062.0,True,70.5,23.86,28.33,10.79,116.34,False,13,172835.0,1000.0,72029822.0,1767834.0,23.83,89.87,2309878.0,7.91,0.77,23,65.9
V23661,Village_3661,District_18,Bihar,25.34845,70.905844,19.53,5.7,2620.0,27.25,22.03,1504.0,56.31,33589,7201,19243449.0,6079460.0,872686.0,True,94.33,19.54,23.9,11.18,28.46,False,3,37308.0,1000.0,65489527.0,2447237.0,23.77,88.74,2194251.0,7.85,0.83,23,61.45
V23662,Village_3662,District_10,Tamil Nadu,13.862213,71.388775,59.49,5.55,2232.0,19.93,31.67,340.0,28.51,5191,958,2457081.0,1174260.0,273628.0,True,69.17,12.71,5.87,4.85,49.13,True,4,77187.0,1000.0,55690668.0,2111925.0,16.25,78.87,1298139.0,7.4,0.39,23,59.49
V23663,Village_3663,District_23,Gujarat,16.628214,90.878483,40.51,4.32,2724.0,29.33,20.94,1740.0,53.76,6300,1516,2375905.0,853674.0,134609.0,True,76.22,9.86,51.16,10.31,36.86,True,4,52873.0,1000.0,62715213.0,2115420.0,18.51,77.21,1126747.0,5.78,0.92,22,46.19
V23664,Village_3664,District_23,Rajasthan,19.111361,69.386908,18.37,6.0,3088.0,19.05,29.99,113.0,57.43,17951,4540,10208427.0,1717584.0,439155.0,True,92.45,19.66,39.21,12.39,86.5,False,15,140966.0,1000.0,59682425.0,2031459.0,17.25,77.63,1466334.0,7.14,0.58,21,61.87
V23665,Village_3665,District_4,Karnataka,27.87722,71.347528,2.06,4.39,2941.0,14.9,22.37,417.0,44.19,3314,846,2042530.0,590068.0,145714.0,True,67.15,8.57,1.83,7.16,69.93,False,15,124433.0,1000.0,61901585.0,1622372.0,16.17,81.79,1059589.0,8.61,0.39,23,46.51
V23666,Village_3666,District_15,Andhra Pradesh,31.145305,81.288672,3.58,5.41,3231.0,16.93,29.58,1634.0,32.43,6995,1808,4376122.0,1130516.0,294292.0,True,68.08,8.6,8.28,7.75,32.63,False,17,41904.0,1000.0,55063013.0,1702361.0,18.99,84.61,1586378.0,6.79,0.82,24,60.22
V23667,Village_3667,District_15,Andhra Pradesh,19.612937,86.134415,17.33,5.43,2672.0,7.06,31.24,622.0,51.61,37536,10230,19174514.0,6555267.0,2292528.0,True,91.59,13.22,54.29,5.95,98.41,False,18,153161.0,1000.0,70835721.0,2082054.0,17.44,88.54,1530202.0,5.78,0.85,23,58.32
V23668,Village_3668,District_6,Tamil Nadu,29.053706,95.647288,38.17,6.33,2341.0,6.72,33.85,670.0,47.09,18705,5268,9030495.0,3606590.0,363584.0,True,92.92,14.43,12.82,11.36,27.63,True,11,42359.0,1000.0,49609762.0,1557688.0,19.32,87.01,1941972.0,8.02,0.85,21,66.67
V23669,Village_3669,District_2,Tamil Nadu,23.490439,70.000833,55.14,4.59,2743.0,32.66,21.41,222.0,10.26,8165,1806,3018073.0,1544735.0,302959.0,False,0.0,10.67,188.61,32.91,75.08,True,6,128024.0,1000.0,60327915.0,1048222.0,17.86,86.73,1297557.0,6.88,0.31,25,68.24
V23670,Village_3670,District_4,Gujarat,14.050946,93.868734,59.36,6.21,2857.0,10.82,24.03,467.0,29.47,44162,12175,18257102.0,5810705.0,1118327.0,True,91.86,14.37,56.39,14.12,100.28,True,10,135072.0,1000.0,71400738.0,1868447.0,18.68,75.89,1606630.0,8.41,0.72,25,66.76
V23671,Village_3671,District_7,Rajasthan,31.187856,76.020918,47.21,6.05,3059.0,5.97,32.67,1262.0,33.53,14517,3406,9385185.0,2182087.0,357929.0,True,83.47,17.92,56.75,3.91,49.69,False,14,70898.0,1000.0,50484239.0,1820400.0,20.53,91.83,2081574.0,4.57,0.88,21,64.38
V23672,Village_3672,District_15,Telangana,21.322751,84.833474,53.52,5.88,2290.0,10.09,28.84,818.0,46.03,4353,1124,2150643.0,818210.0,101424.0,False,0.0,6.27,111.58,26.5,122.37,False,4,153031.0,1000.0,64048086.0,2469512.0,17.88,90.07,1728176.0,9.0,0.75,21,78.75
V23673,Village_3673,District_14,Rajasthan,12.127728,81.654969,19.51,5.14,3246.0,13.24,20.95,1725.0,21.98,30788,5944,17544241.0,3066416.0,737574.0,True,72.25,19.53,24.78,1.71,66.57,False,6,85760.0,1000.0,56366077.0,1982725.0,17.38,85.99,1401922.0,7.11,0.51,21,60.48
V23674,Village_3674,District_15,Telangana,15.701249,79.357395,13.88,4.52,2310.0,22.19,34.06,1296.0,50.68,18891,4014,8053646.0,1617109.0,392307.0,True,72.85,11.09,77.67,0.23,148.97,False,9,207692.0,1000.0,48293814.0,638905.0,21.3,86.51,1520013.0,7.14,0.73,20,52.92
V23675,Village_3675,District_27,Telangana,20.945521,83.495528,43.88,6.19,2325.0,28.62,32.63,1537.0,34.71,10709,2027,6369298.0,1567932.0,337887.0,True,82.56,13.21,40.64,0.65,112.41,True,4,135363.0,1000.0,55879599.0,783862.0,21.94,83.65,2073271.0,5.77,0.52,24,64.95
V23676,Village_3676,District_14,Uttar Pradesh,30.244001,82.021929,34.88,6.15,2494.0,19.02,28.21,321.0,45.03,41829,7978,16577938.0,9072397.0,1225306.0,True,68.08,11.74,37.53,13.03,27.43,False,0,43419.0,1000.0,67101642.0,1068079.0,17.76,91.51,1824104.0,8.09,0.65,25,72.48
V23677,Village_3677,District_6,Uttar Pradesh,16.523552,91.127655,33.99,5.18,3224.0,30.02,26.44,287.0,58.26,16279,3633,9016147.0,1956862.0,410984.0,True,97.55,10.57,73.12,4.23,81.76,False,1,128147.0,1000.0,71649717.0,2607508.0,16.4,86.72,1344484.0,4.68,1.0,22,51.67
V23678,Village_3678,District_18,Karnataka,33.665652,75.30056,30.04,5.29,2939.0,12.34,30.34,945.0,35.69,40419,7819,16852977.0,6595837.0,1499285.0,True,72.1,12.92,76.97,14.48,43.75,False,8,58778.0,1000.0,50591305.0,697172.0,23.24,91.0,2041719.0,8.68,0.49,20,64.45
V23679,Village_3679,District_30,Maharashtra,20.670122,70.903837,17.68,4.97,2941.0,11.34,32.33,1044.0,52.78,15275,3452,9010627.0,3918792.0,368081.0,False,0.0,8.67,47.62,24.88,36.08,False,11,57619.0,1000.0,64296499.0,2080800.0,19.07,86.2,1490999.0,6.52,0.79,22,74.78
V23680,Village_3680,District_11,Bihar,13.768754,71.157009,54.51,6.09,2325.0,14.92,19.19,1126.0,40.05,36985,9009,12737259.0,3490636.0,1521800.0,True,90.8,23.94,6.27,10.54,18.7,False,15,28539.0,1000.0,61366168.0,1137714.0,17.2,85.79,1640005.0,7.51,0.89,20,65.72
V23681,Village_3681,District_2,Bihar,29.361276,79.736213,17.09,5.34,2959.0,23.52,18.79,803.0,17.0,19803,4659,10739029.0,2787952.0,522434.0,False,0.0,9.66,116.14,3.59,8.79,False,15,13275.0,1000.0,58241473.0,690890.0,22.57,89.11,1960027.0,8.5,0.36,24,80.53
V23682,Village_3682,District_12,Karnataka,26.442397,78.287838,45.97,5.88,2482.0,19.62,30.06,1164.0,28.83,4546,1186,2769901.0,842719.0,161825.0,True,71.03,17.47,72.35,10.84,34.6,True,1,59864.0,1000.0,50304890.0,694737.0,18.65,90.63,1813807.0,7.94,0.99,20,63.33
V23683,Village_3683,District_20,Madhya Pradesh,31.81563,92.144505,21.98,4.56,2493.0,20.6,30.96,821.0,51.72,7072,1439,2711514.0,1326529.0,315834.0,True,75.8,19.54,10.3,4.74,64.9,False,10,112654.0,1000.0,46137191.0,754953.0,19.15,82.5,1314772.0,6.6,0.76,23,49.06
V23684,Village_3684,District_10,Andhra Pradesh,26.495591,69.250064,16.03,5.82,2756.0,24.76,22.52,1663.0,46.7,31953,8352,17207702.0,4410851.0,1820817.0,True,85.65,11.52,15.73,13.67,22.93,False,12,30087.0,1000.0,57915343.0,873539.0,21.92,91.11,2121253.0,5.71,0.99,21,64.16
V23685,Village_3685,District_16,Madhya Pradesh,16.532139,79.400779,36.57,5.24,3118.0,28.84,24.43,1414.0,41.33,9669,2268,4479471.0,1955183.0,282253.0,True,84.04,14.5,21.61,6.57,136.65,False,11,175642.0,1000.0,65090421.0,2192690.0,19.95,84.22,1606765.0,5.11,0.95,25,53.75
V23686,Village_3686,District_19,Uttar Pradesh,27.259389,71.79281,15.6,5.04,2374.0,31.14,34.31,1478.0,25.29,5869,1206,3038472.0,791552.0,347284.0,True,88.46,10.83,78.55,2.99,106.49,False,11,152457.0,1000.0,71792739.0,1110617.0,17.4,86.24,1380230.0,6.92,0.46,21,49.13
