village_id,village_name,district,state,latitude,longitude,area_sq_km,avg_solar_irradiance_kwh_m2_day,annual_sun_hours,seasonal_solar_variation_percent,avg_temperature_c,rainfall_mm_year,cloud_cover_percent,population,households,estimated_annual_electricity_demand_kwh,agricultural_demand_kwh,public_facility_demand_kwh,grid_connected,grid_reliability_percent,avg_daily_power_hours,outage_hours_month,distance_to_grid_km,existing_solar_capacity_kw,existing_solar_project,solar_pumps_count,existing_solar_generation_kwh_year,recommended_capacity_kw,installation_cost_inr,maintenance_cost_inr_year,panel_efficiency_percent,system_efficiency_percent,expected_annual_generation_kwh,electricity_value_inr_kwh,degradation_rate_percent,project_lifetime_years
V12107,Village_2107,District_25,Bihar,18.205472,75.608929,16.97,6.22,2877.0,31.18,21.63,179.0,15.59,36139,8453,16139173.0,4953915.0,1703489.0,False,0.0,10.65,192.68,27.36,106.71,True,8,178931.0,1000.0,67125626.0,1454949.0,22.54,85.22,2180463.0,4.64,0.96,24
V12108,Village_2108,District_25,Andhra Pradesh,13.371467,73.763582,53.05,5.29,2383.0,34.55,34.09,889.0,10.51,39536,9308,24101258.0,5967186.0,1090169.0,False,0.0,7.75,42.25,10.8,123.49,True,8,183225.0,1000.0,62561644.0,1633189.0,19.78,89.83,1715403.0,5.68,0.48,23
V12109,Village_2109,District_20,Karnataka,29.780308,94.140224,55.88,4.5,3268.0,32.49,24.82,1590.0,53.66,34790,7411,19263263.0,9590488.0,1537768.0,True,94.39,14.96,61.67,14.23,43.27,False,12,53929.0,1000.0,69525335.0,1341224.0,19.17,89.5,1409031.0,5.93,0.31,23
V12110,Village_2110,District_26,Karnataka,20.98685,77.074347,17.18,5.72,2349.0,21.04,24.84,1443.0,52.96,23137,5251,7691845.0,3572180.0,781848.0,True,65.41,17.25,32.57,14.52,80.08,False,2,115737.0,1000.0,49822553.0,1886023.0,22.36,75.14,1753888.0,7.75,0.69,21
V12111,Village_2111,District_10,Andhra Pradesh,8.094613,96.913295,40.04,4.57,3097.0,12.84,26.97,1131.0,38.96,44561,10180,24761384.0,12139961.0,1115092.0,True,95.33,22.33,28.24,6.78,147.23,False,18,200582.0,1000.0,71992367.0,1982183.0,23.79,88.49,1755770.0,5.71,0.78,23
V12112,Village_2112,District_2,Gujarat,20.065387,77.555622,47.6,6.28,2508.0,29.72,20.57,1448.0,25.78,35376,6784,20493914.0,3313129.0,1977977.0,True,81.86,22.16,11.55,6.06,9.81,False,16,17386.0,1000.0,50106138.0,1963397.0,18.41,75.06,1583744.0,7.79,0.85,24
V12113,Village_2113,District_10,Bihar,14.52892,72.788462,5.14,5.52,2243.0,24.83,28.38,984.0,36.77,28531,5365,12786511.0,4144275.0,726938.0,True,85.24,17.67,47.84,3.55,74.99,False,1,91227.0,1000.0,65590461.0,2350963.0,21.46,84.59,1828735.0,6.76,0.53,23
V12114,Village_2114,District_24,Telangana,30.89121,68.55218,25.41,5.94,2769.0,10.23,33.52,1473.0,16.23,8271,2290,4701177.0,1979120.0,204804.0,True,87.83,9.02,79.83,2.11,46.82,True,12,70772.0,1000.0,52901293.0,1823335.0,23.51,91.56,2333500.0,6.53,0.71,24
V12115,Village_2115,District_26,Rajasthan,19.00158,89.130838,37.13,5.38,2767.0,27.85,31.93,1479.0,29.34,33032,7283,21440008.0,10529592.0,1702341.0,True,83.03,9.94,34.67,12.55,54.29,True,2,70599.0,1000.0,68348720.0,1645428.0,23.32,82.54,1889897.0,5.28,0.68,23
V12116,Village_2116,District_9,Tamil Nadu,24.478877,94.050094,22.59,5.57,2618.0,29.55,29.09,989.0,16.9,15772,3391,7929099.0,3667656.0,473192.0,False,0.0,2.15,214.95,11.75,112.29,False,7,172455.0,1000.0,70323753.0,2014923.0,18.77,76.93,1467838.0,7.78,0.31,23
V12117,Village_2117,District_20,Rajasthan,17.578598,71.084746,54.07,4.57,2951.0,14.32,30.63,1695.0,35.5,28894,5838,18884840.0,9420142.0,851306.0,False,0.0,7.34,102.05,34.77,47.61,False,6,70227.0,1000.0,63777398.0,1781801.0,22.1,91.08,1678782.0,5.24,0.82,25
V12118,Village_2118,District_4,Andhra Pradesh,17.3362,74.5597,16.21,4.84,3200.0,22.6,24.04,1376.0,40.87,5470,1382,2516796.0,1171849.0,234164.0,False,0.0,6.56,80.51,14.22,75.31,False,5,103286.0,1000.0,48698199.0,1660412.0,20.66,81.75,1491854.0,5.44,0.88,22
V12119,Village_2119,District_19,Uttar Pradesh,31.362427,69.564321,49.85,5.59,2438.0,30.61,27.84,139.0,20.4,370,87,202685.0,65215.0,23232.0,True,97.73,22.3,44.66,1.69,28.93,False,12,37116.0,130.84,7587199.0,211043.0,22.16,79.19,234237.0,7.95,0.76,24
V12120,Village_2120,District_9,Madhya Pradesh,29.213072,80.840203,14.03,4.45,2525.0,18.47,19.51,741.0,26.95,35649,7198,18860681.0,6641997.0,1417260.0,True,95.03,19.57,35.95,14.94,145.56,False,3,226324.0,1000.0,56068517.0,902430.0,17.89,76.01,1104343.0,8.43,0.69,25
V12121,Village_2121,District_13,Maharashtra,32.472164,88.209698,24.68,5.77,3004.0,25.76,26.02,1594.0,19.56,32366,6880,21006762.0,10920406.0,2458262.0,True,65.16,8.28,4.15,0.61,92.86,False,8,113858.0,1000.0,62688020.0,1311148.0,16.46,91.23,1581271.0,4.8,0.7,21
V12122,Village_2122,District_4,Bihar,15.947384,95.074383,4.96,6.29,3143.0,30.12,30.37,1718.0,49.35,15598,3293,5767250.0,1461889.0,315177.0,False,0.0,9.87,152.2,7.89,140.8,False,8,199747.0,1000.0,47062969.0,1749773.0,21.43,83.77,2060745.0,6.69,0.86,22
V12123,Village_2123,District_7,Karnataka,33.038912,72.243881,6.44,4.62,2462.0,29.78,21.18,349.0,21.7,36955,7091,13904849.0,2214338.0,1458885.0,True,85.33,10.02,10.03,11.95,13.98,False,10,24963.0,1000.0,58282941.0,1868186.0,18.9,84.37,1344481.0,8.25,0.51,20
V12124,Village_2124,District_12,Karnataka,18.436691,72.029787,47.77,6.38,2866.0,10.21,19.95,310.0,23.87,6087,1247,2809029.0,726980.0,272158.0,False,0.0,11.1,146.94,26.58,25.07,True,8,42380.0,1000.0,52954786.0,692871.0,18.54,75.76,1635435.0,5.38,0.49,21
V12125,Village_2125,District_8,Gujarat,17.754781,81.335774,43.37,4.47,3263.0,12.6,18.15,1444.0,34.33,9047,1984,3186584.0,840730.0,285682.0,True,73.96,10.5,48.66,10.28,102.31,False,11,179059.0,1000.0,62760156.0,1499120.0,19.7,82.64,1328088.0,5.92,0.81,24
V12126,Village_2126,District_15,Rajasthan,32.843539,74.197156,2.98,5.0,3000.0,15.0,25.29,368.0,57.64,9990,1823,5360512.0,1489851.0,162915.0,True,85.13,10.8,63.55,3.2,127.26,False,2,206470.0,1000.0,46018271.0,1503192.0,20.57,81.63,1532205.0,6.72,0.77,23
V12127,Village_2127,District_27,Madhya Pradesh,25.575145,93.452231,40.33,5.41,2652.0,20.19,25.16,1411.0,52.37,27666,6523,15042672.0,8209809.0,1188894.0,True,98.81,9.59,21.85,1.39,61.27,False,12,97937.0,1000.0,67938034.0,1198315.0,23.8,85.54,2010048.0,8.5,0.82,22
V12128,Village_2128,District_28,Bihar,11.195335,75.714278,56.17,5.71,3260.0,20.99,20.47,260.0,15.5,14966,2991,5172675.0,2754715.0,202451.0,True,69.65,16.7,13.08,7.68,19.33,False,16,32562.0,1000.0,52634034.0,1087398.0,20.35,88.52,1877175.0,8.33,0.65,20
V12129,Village_2129,District_28,Maharashtra,18.178154,77.018516,39.12,5.75,2285.0,5.59,26.84,1747.0,50.26,31307,6412,13601590.0,3821029.0,961182.0,True,69.26,20.67,67.97,9.68,114.58,False,15,200210.0,1000.0,63604341.0,848793.0,17.04,84.46,1510259.0,5.92,0.43,24
V12130,Village_2130,District_27,Rajasthan,17.523163,88.237893,3.8,5.93,2769.0,6.16,21.18,184.0,57.33,9650,1773,4568883.0,1404108.0,353763.0,True,93.16,9.93,4.39,7.37,24.0,False,3,36112.0,1000.0,50136447.0,917471.0,22.82,87.27,2155253.0,7.27,0.94,22
V12131,Village_2131,District_22,Gujarat,15.559993,96.487814,29.32,5.98,2398.0,16.67,27.9,1592.0,14.16,27363,5266,11185890.0,5926489.0,415936.0,False,0.0,2.13,137.82,6.15,103.3,False,8,184572.0,1000.0,45190339.0,1350930.0,20.13,78.95,1734443.0,7.13,0.64,23
V12132,Village_2132,District_23,Telangana,27.553472,86.787135,56.47,5.77,2819.0,34.03,27.92,1644.0,32.19,23450,6026,13631128.0,7287632.0,1249169.0,True,67.84,21.34,39.84,2.55,106.95,False,6,140564.0,1000.0,58657639.0,1453691.0,16.46,87.62,1518699.0,8.84,0.5,24
V12133,Village_2133,District_1,Bihar,8.470116,83.747807,17.04,6.04,2524.0,28.55,33.43,385.0,33.3,34420,6800,18308223.0,6031987.0,1387150.0,True,94.08,18.48,40.39,0.22,41.12,False,15,62025.0,1000.0,67600403.0,747131.0,16.07,85.37,1512241.0,4.69,0.97,22
V12134,Village_2134,District_3,Gujarat,17.380636,71.673534,18.14,4.51,2458.0,8.13,18.9,1597.0,10.52,7888,1497,4026991.0,1271800.0,405602.0,True,98.9,19.19,67.74,9.27,72.8,True,3,124867.0,1000.0,58617891.0,1684487.0,23.45,81.46,1572268.0,7.99,0.89,21
V12135,Village_2135,District_13,Maharashtra,19.046991,76.547225,15.71,5.69,2378.0,33.35,27.38,1340.0,59.61,35693,7193,12151437.0,3862087.0,677310.0,True,78.92,8.56,7.6,13.07,21.67,True,3,32170.0,1000.0,53037434.0,1068730.0,17.79,80.83,1493220.0,7.16,0.58,24
V12136,Village_2136,District_14,Rajasthan,18.36084,81.656122,15.81,4.85,2656.0,32.77,29.69,701.0,24.12,4951,1395,2929826.0,1472365.0,320544.0,True,97.57,12.4,58.65,8.7,101.29,False,19,136489.0,1000.0,72142566.0,1764131.0,23.52,90.24,1878629.0,8.8,0.66,20
V12137,Village_2137,District_10,Rajasthan,18.416904,83.41221,18.56,6.35,3192.0,26.28,21.88,1638.0,14.91,2713,508,1541468.0,237441.0,134726.0,False,0.0,4.06,249.4,6.45,33.55,False,13,60102.0,1000.0,52950001.0,1678302.0,22.37,77.37,2005742.0,8.85,0.71,24
V12138,Village_2138,District_10,Karnataka,26.266581,73.319344,30.15,4.65,2686.0,29.86,22.97,966.0,18.09,17330,3349,7726892.0,3698965.0,588350.0,True,92.51,18.19,53.72,8.21,5.69,False,14,7544.0,1000.0,55141153.0,1420175.0,20.32,84.63,1459365.0,6.15,0.78,25
V12139,Village_2139,District_12,Madhya Pradesh,16.780318,84.200652,3.19,5.89,2266.0,24.0,18.47,758.0,14.8,19649,4549,8767576.0,2951760.0,493156.0,False,0.0,5.89,135.86,3.02,37.22,False,4,59877.0,1000.0,54892623.0,1074108.0,20.26,80.9,1761839.0,7.06,0.56,24
V12140,Village_2140,District_30,Karnataka,25.266981,87.759387,19.3,5.02,3137.0,20.83,22.19,1763.0,54.55,23014,4434,11218002.0,2223190.0,1249709.0,True,85.08,12.72,55.91,4.25,14.01,False,13,18214.0,1000.0,67220778.0,1796295.0,20.88,84.08,1608384.0,8.92,0.39,21
V12141,Village_2141,District_12,Andhra Pradesh,29.004813,89.267093,32.61,5.76,2821.0,12.99,25.98,563.0,46.03,42503,9593,15220982.0,5769618.0,1185625.0,True,72.17,20.66,9.22,5.99,20.29,True,15,28705.0,1000.0,59583083.0,2087157.0,21.39,76.65,1723488.0,6.15,0.51,20
V12142,Village_2142,District_28,Bihar,16.013986,87.744596,41.98,6.09,2949.0,17.04,21.59,1301.0,13.42,30594,8127,17578821.0,5151163.0,2095992.0,True,93.37,20.53,15.95,0.77,35.69,False,9,45576.0,1000.0,73356885.0,1867940.0,17.87,84.55,1679261.0,8.57,0.84,20
V12143,Village_2143,District_4,Andhra Pradesh,22.437501,83.071257,51.87,5.58,2658.0,32.02,28.18,539.0,24.7,31861,8054,20291345.0,4759876.0,1326155.0,False,0.0,4.37,148.19,29.66,100.39,False,8,164570.0,1000.0,53660846.0,818778.0,21.95,86.89,1942233.0,7.45,1.0,23
V12144,Village_2144,District_28,Uttar Pradesh,8.429228,95.900507,10.66,4.49,2533.0,5.74,26.08,702.0,46.93,44949,9129,19933609.0,6476093.0,2039710.0,True,84.83,14.73,66.83,5.68,33.59,False,4,42419.0,1000.0,66913683.0,1152878.0,23.28,85.77,1636167.0,8.32,0.86,24
V12145,Village_2145,District_20,Andhra Pradesh,15.660005,81.248988,5.21,5.06,2354.0,15.43,21.01,880.0,27.6,32867,7218,19213998.0,8197908.0,1259896.0,False,0.0,8.05,122.11,25.63,87.63,False,11,115433.0,1000.0,49203763.0,1845675.0,20.36,85.06,1599251.0,7.53,0.99,20
V12146,Village_2146,District_26,Andhra Pradesh,18.981174,84.911361,13.2,5.52,2745.0,32.79,32.44,1251.0,38.98,36123,10209,20010602.0,5566345.0,1411223.0,True,99.36,12.51,17.2,5.75,8.09,False,9,11114.0,1000.0,61384855.0,715433.0,18.94,87.22,1664171.0,6.85,0.42,23
V12147,Village_2147,District_9,Gujarat,24.813185,82.401714,13.73,4.94,2738.0,25.14,34.17,272.0,47.41,37774,8991,23143722.0,4938924.0,2613240.0,True,99.14,12.98,62.29,1.27,84.12,False,7,110901.0,1000.0,56453375.0,667643.0,17.67,90.82,1446798.0,7.22,0.34,22
V12148,Village_2148,District_23,Uttar Pradesh,29.738889,82.009331,52.66,6.25,3059.0,18.34,19.73,1488.0,52.74,31057,6999,11260116.0,5091782.0,1188767.0,True,68.3,21.48,25.89,11.54,3.65,False,3,4765.0,1000.0,73114471.0,2356655.0,19.97,85.87,1955971.0,7.24,0.45,23
V12149,Village_2149,District_23,Bihar,11.848059,91.602487,29.07,5.92,2623.0,7.08,28.57,1679.0,58.32,34799,8586,17457014.0,4493099.0,1261893.0,True,80.12,18.04,14.68,5.26,3.14,False,16,5322.0,1000.0,65475256.0,1879814.0,20.17,88.66,1932049.0,5.6,1.0,21
V12150,Village_2150,District_22,Telangana,14.91189,75.65369,34.23,4.68,2249.0,25.66,28.27,739.0,19.74,19969,3656,12098286.0,4593834.0,757801.0,True,86.83,14.1,72.46,3.57,104.62,False,18,150202.0,1000.0,69188694.0,1514190.0,21.7,87.3,1618016.0,6.4,0.37,20
V12151,Village_2151,District_20,Karnataka,18.809631,95.696888,3.5,4.49,2577.0,11.74,30.18,1137.0,30.68,5080,1252,1903708.0,617091.0,100722.0,False,0.0,3.46,224.02,17.61,113.98,False,13,147705.0,1000.0,74210443.0,1295445.0,21.78,89.47,1596778.0,8.06,0.46,25
V12152,Village_2152,District_16,Tamil Nadu,32.475953,72.1762,20.33,5.93,3295.0,28.18,30.82,901.0,48.17,21535,4046,12093939.0,4561720.0,736683.0,True,69.86,16.68,2.22,13.23,70.84,False,17,123733.0,1000.0,60900376.0,2398744.0,22.91,78.6,1948791.0,6.4,0.49,25
V12153,Village_2153,District_27,Telangana,18.188063,83.475065,48.03,5.99,2932.0,24.51,34.57,450.0,13.22,20643,4791,7966546.0,2224334.0,953477.0,True,76.37,12.69,32.0,4.48,79.82,False,9,118415.0,1000.0,48046988.0,1293035.0,18.01,84.88,1671124.0,6.87,0.63,20
V12154,Village_2154,District_18,Andhra Pradesh,25.39943,69.33276,33.03,6.2,2971.0,31.97,27.87,710.0,57.96,9318,1753,4107082.0,2202652.0,429729.0,True,79.67,18.08,11.17,5.38,79.35,False,7,106938.0,1000.0,49791013.0,643562.0,17.98,88.39,1798239.0,6.6,0.58,20
V12155,Village_2155,District_21,Andhra Pradesh,19.257437,73.68224,29.81,5.33,2976.0,28.26,29.33,1359.0,36.83,25791,5565,8524363.0,3255924.0,635168.0,True,74.76,8.02,57.96,7.15,30.27,True,4,49125.0,1000.0,57187795.0,930942.0,16.77,82.58,1347094.0,5.76,0.79,25
V12156,Village_2156,District_15,Gujarat,33.040964,89.703119,43.88,5.8,3073.0,6.36,21.52,941.0,45.45,20819,3865,9941766.0,5408338.0,563171.0,False,0.0,4.95,141.64,14.07,68.55,False,2,82757.0,1000.0,51362808.0,1922967.0,21.54,78.67,1793683.0,8.42,0.92,23
V12157,Village_2157,District_3,Uttar Pradesh,15.743968,84.897082,38.02,6.2,3045.0,6.85,31.61,1070.0,53.75,22534,5930,10560167.0,5033847.0,692985.0,True,75.02,23.86,62.07,4.81,100.56,True,9,134047.0,1000.0,57397465.0,1106331.0,21.1,77.62,1853150.0,8.15,0.97,24
V12158,Village_2158,District_16,Karnataka,12.805103,72.753483,41.47,4.63,3174.0,25.77,21.27,186.0,14.0,559,102,245588.0,54906.0,18930.0,True,68.9,19.12,66.37,1.84,127.44,False,17,154572.0,154.36,7293767.0,195529.0,18.56,81.23,196641.0,7.26,0.98,20
V12159,Village_2159,District_26,Uttar Pradesh,27.843983,68.352711,53.92,4.99,3032.0,13.98,18.93,819.0,56.3,43184,8020,23492260.0,10864934.0,832659.0,True,83.42,23.71,74.36,4.34,134.46,False,0,167966.0,1000.0,64469211.0,887529.0,22.99,87.16,1824818.0,4.65,0.66,23
V12160,Village_2160,District_5,Karnataka,20.475355,91.107835,43.25,4.68,3178.0,21.36,25.32,1545.0,15.76,4528,1014,2517823.0,470367.0,280692.0,True,71.8,10.31,30.43,6.83,17.92,False,9,29195.0,1000.0,66769906.0,1618479.0,17.29,89.75,1325373.0,6.62,0.51,22
V12161,Village_2161,District_26,Gujarat,18.893878,90.480835,13.47,4.86,2517.0,14.61,33.26,1605.0,46.07,13897,2846,6016015.0,3268280.0,658021.0,True,68.51,22.67,69.48,8.26,60.62,True,0,85679.0,1000.0,68528824.0,1822046.0,17.92,75.73,1203664.0,7.22,0.89,25
V12162,Village_2162,District_8,Tamil Nadu,22.307403,76.096102,43.05,5.51,3265.0,8.43,27.41,1537.0,54.84,5876,1091,3714540.0,1789383.0,325586.0,True,73.77,13.79,4.51,5.31,145.94,True,17,258758.0,1000.0,72965878.0,1012201.0,16.4,90.13,1486373.0,6.13,0.74,20
V12163,Village_2163,District_5,Karnataka,16.442149,86.155594,19.56,6.21,2665.0,5.95,22.6,935.0,44.08,9963,1915,3838670.0,1523221.0,400266.0,False,0.0,10.94,141.48,16.44,103.37,True,18,166394.0,1000.0,64865733.0,1450151.0,19.83,79.16,1779029.0,5.5,0.69,21
V12164,Village_2164,District_8,Tamil Nadu,24.125995,85.779625,54.69,4.31,2823.0,5.16,32.22,484.0,39.75,8216,2283,4738163.0,779184.0,152557.0,True,91.43,14.75,24.73,12.81,20.61,False,5,34977.0,1000.0,58356741.0,1574011.0,18.59,89.38,1306953.0,4.88,0.69,25
V12165,Village_2165,District_29,Bihar,25.367535,77.296928,32.81,4.9,2531.0,15.02,24.32,1337.0,49.59,34139,7963,18460373.0,7915915.0,1893926.0,False,0.0,3.68,197.22,32.21,150.0,False,0,205754.0,1000.0,45489333.0,953824.0,18.48,88.53,1463024.0,6.43,0.56,25
V12166,Village_2166,District_11,Maharashtra,9.74278,91.180923,19.38,4.73,2621.0,17.15,29.64,1373.0,47.57,33660,9192,20828586.0,5456390.0,2197418.0,True,65.95,11.45,64.73,8.57,93.39,False,9,164381.0,1000.0,72973265.0,1522006.0,19.07,90.85,1495546.0,7.42,0.87,25
V12167,Village_2167,District_27,Telangana,34.947855,71.221499,7.4,5.33,2737.0,25.68,29.35,1269.0,42.21,7866,1498,4556462.0,1448939.0,509501.0,True,79.01,14.11,4.43,8.8,99.66,False,12,141239.0,1000.0,49431007.0,540503.0,20.43,81.68,1623208.0,8.33,0.31,25
V12168,Village_2168,District_15,Telangana,19.21879,71.848383,27.08,4.69,2983.0,18.19,24.34,1372.0,55.13,12003,2215,6654592.0,3144991.0,755084.0,True,75.34,18.92,42.7,11.3,131.51,False,2,202465.0,1000.0,46742462.0,678506.0,16.78,78.84,1132333.0,7.68,0.39,20
V12169,Village_2169,District_14,Tamil Nadu,10.878867,88.637705,9.81,4.4,2736.0,29.86,27.16,951.0,28.11,26056,7036,17111384.0,4006810.0,694915.0,True,86.44,15.19,73.32,2.47,90.7,False,7,152571.0,1000.0,68868771.0,1890551.0,21.59,90.15,1562910.0,5.22,0.56,21
V12170,Village_2170,District_14,Bihar,13.36766,94.498781,38.94,4.95,2263.0,15.89,28.22,781.0,28.29,11515,2241,6531529.0,1822836.0,673110.0,False,0.0,10.55,48.34,2.43,85.08,False,8,126509.0,1000.0,46855884.0,612823.0,22.85,75.54,1559306.0,4.99,0.54,25
V12171,Village_2171,District_10,Karnataka,33.68472,91.693647,57.76,4.5,2640.0,25.46,18.47,1643.0,37.64,456,87,232504.0,64747.0,7324.0,True,74.65,17.27,20.23,3.97,85.6,True,18,118697.0,147.34,8792548.0,345341.0,17.34,79.45,166701.0,6.49,0.74,24
V12172,Village_2172,District_28,Madhya Pradesh,26.035316,75.936247,42.79,4.47,2433.0,11.74,25.91,1180.0,54.58,43401,12101,27401618.0,6078832.0,1272015.0,True,93.47,9.13,58.91,1.36,98.17,False,15,129220.0,1000.0,62117271.0,983031.0,19.54,77.72,1238876.0,8.13,0.66,23
V12173,Village_2173,District_20,Karnataka,27.058657,89.052516,22.47,5.16,3022.0,32.97,34.25,280.0,38.27,36544,8630,23640520.0,5289075.0,836033.0,True,71.21,12.3,53.22,14.96,145.41,False,9,256479.0,1000.0,49420966.0,943036.0,20.11,78.07,1478457.0,7.87,0.54,23
V12174,Village_2174,District_5,Karnataka,32.770021,78.176027,44.14,5.8,2409.0,19.2,33.31,246.0,43.7,11693,2980,6847742.0,2576116.0,747706.0,True,67.33,17.71,53.77,13.4,7.23,False,12,9125.0,1000.0,73284427.0,2257714.0,22.9,78.69,1907418.0,5.78,0.48,21
V12175,Village_2175,District_29,Uttar Pradesh,29.576093,78.786836,11.95,4.31,3180.0,24.48,23.06,615.0,24.55,22592,4149,10457568.0,2526819.0,701770.0,True,65.9,22.67,4.03,9.08,136.74,False,7,187718.0,1000.0,68046352.0,2465114.0,19.48,82.6,1265637.0,8.71,0.86,20
V12176,Village_2176,District_13,Andhra Pradesh,27.546347,96.610833,48.69,5.21,2531.0,25.92,31.57,721.0,15.27,29738,7146,10333789.0,2287957.0,508989.0,True,93.75,11.25,8.02,2.12,77.67,False,1,135566.0,1000.0,53973781.0,751224.0,19.95,78.22,1483752.0,7.49,0.41,23
V12177,Village_2177,District_1,Tamil Nadu,25.436249,94.384967,24.46,5.69,2602.0,18.15,24.1,629.0,58.78,21972,5331,10337341.0,5345336.0,930306.0,True,96.48,14.35,65.67,11.74,2.68,False,2,3917.0,1000.0,58303989.0,1878318.0,18.74,91.97,1789744.0,5.86,0.5,24
V12178,Village_2178,District_8,Maharashtra,32.800761,70.402873,19.23,4.92,2636.0,21.82,19.94,474.0,25.87,35707,7283,16397042.0,6242310.0,1768923.0,True,95.37,23.97,78.78,11.32,147.11,False,6,183337.0,1000.0,65598427.0,904386.0,16.89,87.61,1328652.0,5.32,0.33,22
V12179,Village_2179,District_30,Telangana,16.106557,77.238821,1.02,5.75,3064.0,5.16,31.58,668.0,23.12,23918,6717,14471778.0,3966246.0,665482.0,False,0.0,6.78,176.06,30.14,29.15,False,3,46490.0,1000.0,68254381.0,1122047.0,21.62,84.35,1913690.0,6.96,0.82,25
V12180,Village_2180,District_30,Andhra Pradesh,32.712143,96.23507,47.21,4.8,2212.0,16.13,29.71,332.0,44.59,2038,403,889536.0,471078.0,96013.0,False,0.0,7.28,75.0,29.66,135.22,False,15,189777.0,676.87,48816485.0,982489.0,19.19,78.6,894349.0,7.0,0.98,22
V12181,Village_2181,District_9,Maharashtra,24.25544,73.981749,4.68,4.54,2458.0,31.5,31.91,270.0,59.01,8808,2050,4157997.0,1066253.0,403504.0,True,96.19,13.26,31.11,2.56,33.31,False,17,42945.0,1000.0,59115117.0,747613.0,18.01,81.96,1223022.0,7.85,0.99,23
V12182,Village_2182,District_16,Uttar Pradesh,26.956266,68.039528,50.31,6.04,2383.0,17.43,31.85,390.0,49.91,791,180,325471.0,116817.0,37947.0,True,79.51,17.42,33.28,4.88,53.18,False,13,80044.0,198.97,9807319.0,230417.0,18.35,83.56,336296.0,6.75,0.38,21
V12183,Village_2183,District_17,Telangana,34.143426,71.005024,53.56,6.39,2495.0,26.59,25.45,1296.0,55.57,37099,8688,17744533.0,9543126.0,968803.0,True,66.12,14.57,2.53,13.09,119.31,True,17,172319.0,1000.0,47217808.0,1526898.0,21.48,75.73,1896994.0,5.37,0.82,22
V12184,Village_2184,District_18,Uttar Pradesh,10.703826,89.72427,22.42,6.04,2249.0,30.4,27.53,1361.0,51.24,4912,1237,2178973.0,882092.0,228037.0,True,68.87,14.6,70.3,12.61,12.79,False,18,22593.0,1000.0,58586608.0,931737.0,17.86,91.18,1795068.0,4.91,0.69,21
V12185,Village_2185,District_20,Maharashtra,16.388596,94.202194,50.55,4.66,2322.0,9.78,28.61,1089.0,23.52,15397,4231,8919169.0,4690186.0,597211.0,True,73.23,10.52,70.33,10.64,49.6,True,6,68835.0,1000.0,71223821.0,1770649.0,20.8,81.22,1436730.0,6.35,0.71,23
V12186,Village_2186,District_29,Gujarat,27.397844,82.999171,47.08,4.86,2814.0,17.06,23.43,1483.0,41.73,10092,2451,3657222.0,1228690.0,400185.0,True,90.45,23.56,7.15,0.36,4.55,False,7,5552.0,1000.0,55604603.0,704192.0,20.42,90.32,1635832.0,7.25,0.95,21
V12187,Village_2187,District_9,Tamil Nadu,11.72946,86.145447,13.65,5.96,2798.0,25.46,23.61,873.0,57.11,41719,7770,23072892.0,9928619.0,2357594.0,True,86.48,17.46,50.26,4.26,70.2,False,10,85778.0,1000.0,59150156.0,1069735.0,22.11,85.08,2046093.0,4.97,0.87,21
V12188,Village_2188,District_21,Karnataka,13.117508,93.960229,17.42,5.84,2797.0,11.7,32.35,547.0,37.39,38809,8780,23761562.0,12922177.0,2591069.0,True,83.01,20.62,38.63,4.56,131.88,False,12,175348.0,1000.0,62495582.0,1655375.0,22.39,89.62,2138626.0,7.37,0.84,24
V12189,Village_2189,District_8,Telangana,21.564989,74.535499,31.28,4.86,2264.0,7.16,29.77,1115.0,16.55,4702,1227,2723047.0,1381862.0,106926.0,True,65.36,23.23,69.32,10.91,101.2,False,1,143542.0,1000.0,66617645.0,841923.0,19.54,84.69,1467763.0,7.06,0.42,25
V12190,Village_2190,District_16,Karnataka,13.037846,72.980089,28.85,5.42,2774.0,11.55,34.57,1032.0,42.13,6162,1349,3596088.0,735254.0,300831.0,True,70.06,16.08,44.16,0.47,14.1,False,1,20170.0,1000.0,62386673.0,828047.0,23.83,89.59,2111766.0,6.28,0.43,20
V12191,Village_2191,District_18,Gujarat,19.846163,80.198001,52.07,4.62,3119.0,9.32,21.14,1040.0,49.26,39055,9966,24891888.0,13116253.0,1955789.0,True,91.54,17.54,66.99,12.63,135.29,True,8,237713.0,1000.0,59507196.0,1524294.0,16.22,88.04,1204026.0,5.11,0.81,22
V12192,Village_2192,District_11,Madhya Pradesh,8.246495,74.933666,20.5,6.07,2750.0,15.88,19.19,1103.0,57.74,13662,3150,7595302.0,3517240.0,698029.0,True,92.82,12.66,4.71,7.95,29.4,False,8,50523.0,1000.0,57324888.0,1478768.0,17.79,83.31,1641817.0,8.44,0.43,21
V12193,Village_2193,District_13,Madhya Pradesh,8.725697,68.35235,39.07,6.32,2479.0,10.5,18.53,1309.0,23.32,22754,4483,9681813.0,3797657.0,654971.0,True,82.07,17.54,22.41,4.26,100.8,False,15,157207.0,1000.0,59420814.0,2306315.0,18.64,91.48,1966763.0,8.56,0.6,21
